0.922594 0 0.106332 0 0.0222049 0.010704 0.0150675 
0.876224 0 0.168896 0 0.0231184 0.0111784 0.0150675 
0.949468 0 0.0762119 0 0.0226497 0.0110629 0.0150675 
0.874474 0 0.187543 0 0.0232509 0.00927404 0.0150675 
0.972113 0 0.0412652 0 0.0247966 0.0119082 0.0150675 
0.96685 0 0.0463929 0 0.0225434 0.0127755 0.0150675 
0.938143 0 0.0801142 0 0.0224919 0.0105641 0.0150675 
0.964918 0 0.0439722 0 0.0206922 0.0110593 0.0150675 
0.956957 0 0.0562202 0 0.0242263 0.0132405 0.0150675 
0.949468 0 0.0728987 0 0.0215133 0.0111791 0.0150675 
0.944598 0 0.0761888 0 0.0245373 0.0111645 0.0150675 
0.930802 0 0.0960567 0 0.0211338 0.0105359 0.0150675 
0.958736 0 0.0536715 0 0.0210921 0.0112767 0.0150675 
0.904973 0 0.127043 0 0.0225112 0.0115934 0.0150675 
0.893413 0 0.150009 0 0.021891 0.0103076 0.0150675 
0.938411 0 0.0845701 0 0.0215954 0.0116172 0.0150675 
0.845123 0 0.211173 0 0.0239533 0.0113047 0.0150675 
0.920225 0 0.112699 0 0.0240473 0.0133592 0.0150675 
0.831115 0 0.255103 0 0.0213395 0.0103759 0.0150675 
0.964367 0 0.0482659 0 0.0237877 0.011103 0.0150675 
0.982022 0 0.0276198 0 0.0218382 0.0134874 0.0150675 
0.967956 0 0.0399847 0 0.0238548 0.0121888 0.0150675 
0.901876 0 0.133481 0 0.0245837 0.0105986 0.0150675 
0.930536 0 0.0978487 0 0.0233166 0.0106087 0.0150675 
0.86887 0 0.186448 0 0.0236742 0.00930032 0.0150675 
0.939082 0 0.0877443 0 0.0205432 0.0122165 0.0150675 
0.945003 0 0.0737281 0 0.0237763 0.0118469 0.0150675 
0.890101 0 0.147957 0 0.0231827 0.0108157 0.0150675 
0.959832 0 0.0584733 0 0.022332 0.0116172 0.0150675 
0.968786 0 0.04121 0 0.0209583 0.012224 0.0150675 
0.889593 0 0.157525 0 0.0234154 0.0112674 0.0150675 
0.945813 0 0.0797214 0 0.0211239 0.0118618 0.0150675 
0.925498 0 0.100533 0 0.0233049 0.010654 0.0150675 
0.89469 0 0.15258 0 0.0230769 0.0136568 0.0150675 
0.868498 0 0.187811 0 0.0217675 0.0104351 0.0150675 
0.935333 0 0.0845761 0 0.0213924 0.0125922 0.0150675 
0.926292 0 0.0939619 0 0.0223269 0.0116091 0.0150675 
0.952593 0 0.0648462 0 0.0205734 0.0122299 0.0150675 
0.959832 0 0.0573824 0 0.0233896 0.0101706 0.0150675 
0.957367 0 0.0590043 0 0.0202531 0.0119807 0.0150675 
0.890355 0 0.149609 0 0.0239563 0.0120748 0.0150675 
0.956001 0 0.0512663 0 0.0223777 0.0128224 0.0150675 
0.909249 0 0.119702 0 0.0235115 0.00953242 0.0150675 
0.871356 0 0.1865 0 0.022936 0.0123494 0.0150675 
0.954227 0 0.0616909 0 0.0205858 0.0120278 0.0150675 
0.883893 0 0.163874 0 0.0236657 0.0116199 0.0150675 
0.963679 0 0.0417411 0 0.0214772 0.0137347 0.0150675 
0.841268 0 0.228323 0 0.022313 0.0131127 0.0150675 
0.942576 0 0.0775641 0 0.0232185 0.0121783 0.0150675 
0.957504 0 0.0642196 0 0.0227918 0.00902246 0.0150675 
0.903552 0 0.134202 0 0.0225797 0.0118717 0.0150675 
0.907822 0 0.126402 0 0.0231411 0.0106135 0.0150675 
0.950825 0 0.0685066 0 0.0205289 0.00997131 0.0150675 
0.949875 0 0.0648956 0 0.0224705 0.0109351 0.0150675 
0.966436 0 0.0403496 0 0.0232238 0.0130581 0.0150675 
0.916552 0 0.116169 0 0.022111 0.0103821 0.0150675 
0.936804 0 0.0831052 0 0.0219968 0.00998897 0.0150675 
0.885156 0 0.161204 0 0.0212128 0.0105052 0.0150675 
0.937741 0 0.0848774 0 0.0232249 0.0115208 0.0150675 
0.944193 0 0.0763225 0 0.0248158 0.0119383 0.0150675 
0.914198 0 0.126679 0 0.0234585 0.0113163 0.0150675 
0.922726 0 0.112255 0 0.0229024 0.0124547 0.0150675 
0.888957 0 0.151202 0 0.0224759 0.00977773 0.0150675 
0.894562 0 0.152195 0 0.0203974 0.0107734 0.0150675 
0.971002 0 0.040077 0 0.0225237 0.011011 0.0150675 
0.978382 0 0.0323399 0 0.0218806 0.0120917 0.0150675 
0.935467 0 0.0893628 0 0.0227472 0.0125572 0.0150675 
0.907433 0 0.124919 0 0.0244869 0.0115902 0.0150675 
0.822376 0 0.259208 0 0.0227114 0.0127526 0.0150675 
0.968786 0 0.0416229 0 0.0243969 0.0110641 0.0150675 
0.940693 0 0.0922153 0 0.0230878 0.0112333 0.0150675 
0.90886 0 0.120384 0 0.023303 0.0109373 0.0150675 
0.902649 0 0.126788 0 0.0232885 0.0123242 0.0150675 
0.91459 0 0.113596 0 0.0219054 0.011458 0.0150675 
0.957367 0 0.061174 0 0.0217625 0.0126126 0.0150675 
0.927616 0 0.101251 0 0.0235219 0.0117238 0.0150675 
0.957778 0 0.060464 0 0.023104 0.013317 0.0150675 
0.97017 0 0.0427514 0 0.0230345 0.0133362 0.0150675 
0.921541 0 0.106612 0 0.0215415 0.0127869 0.0150675 
0.938009 0 0.0828374 0 0.0230866 0.0102168 0.0150675 
0.916814 0 0.122312 0 0.0236641 0.00973625 0.0150675 
0.914329 0 0.117256 0 0.0208986 0.0112334 0.0150675 
0.93667 0 0.0932421 0 0.0228998 0.0109982 0.0150675 
0.806554 0 0.293579 0 0.0230929 0.0111721 0.0150675 
0.932132 0 0.0994092 0 0.0215743 0.0133678 0.0150675 
0.919699 0 0.11468 0 0.0237994 0.00996782 0.0150675 
0.954227 0 0.0554178 0 0.0220217 0.0126211 0.0150675 
0.950961 0 0.0686453 0 0.0247626 0.0114179 0.0150675 
0.877727 0 0.174501 0 0.0236047 0.00947947 0.0150675 
0.706419 0 0.459184 0 0.0210144 0.0125469 0.0150675 
0.899817 0 0.142686 0 0.0216326 0.0136826 0.0150675 
0.897763 0 0.134334 0 0.0206817 0.0126258 0.0150675 
0.928942 0 0.0921551 0 0.0212911 0.0107505 0.0150675 
0.954909 0 0.058875 0 0.0215697 0.0123209 0.0150675 
0.954772 0 0.0669132 0 0.0243616 0.0106493 0.0150675 
0.942576 0 0.0782065 0 0.0227698 0.0122762 0.0150675 
0.928544 0 0.0955066 0 0.0229102 0.0113942 0.0150675 
0.952457 0 0.0655734 0 0.0246463 0.0103234 0.0150675 
0.951777 0 0.0672583 0 0.0215079 0.0114908 0.0150675 
0.97573 0 0.0352447 0 0.0224114 0.0117687 0.0150675 
0.885662 0 0.15729 0 0.0214516 0.0117411 0.0150675 
0.930935 0 0.0984673 0 0.0223333 0.0090919 0.0150675 
0.938948 0 0.0828439 0 0.0231093 0.00967349 0.0150675 
0.954909 0 0.0590525 0 0.0211755 0.0105554 0.0150675 
0.948926 0 0.0764668 0 0.0233176 0.0102718 0.0150675 
0.942576 0 0.0735672 0 0.0219236 0.0105293 0.0150675 
0.926689 0 0.0960323 0 0.021715 0.0101861 0.0150675 
0.942172 0 0.0801137 0 0.0218656 0.0110638 0.0150675 
0.961753 0 0.055264 0 0.0233569 0.0117531 0.0150675 
0.934132 0 0.0954647 0 0.0202202 0.0121166 0.0150675 
0.960929 0 0.0517717 0 0.0202717 0.0112264 0.0150675 
0.97992 0 0.0288311 0 0.0210631 0.0105112 0.0150675 
0.961479 0 0.0546573 0 0.0216277 0.011653 0.0150675 
0.953137 0 0.0642643 0 0.0205114 0.0106544 0.0150675 
0.967679 0 0.0438932 0 0.0229103 0.0124781 0.0150675 
0.96685 0 0.0454011 0 0.0234577 0.0110791 0.0150675 
0.974615 0 0.0368354 0 0.0246378 0.0121914 0.0150675 
0.833255 0 0.23593 0 0.0209982 0.00979905 0.0150675 
0.973919 0 0.030307 0 0.0233899 0.0125569 0.0150675 
0.948384 0 0.0657117 0 0.0227086 0.0129009 0.0150675 
0.940156 0 0.0783819 0 0.0238525 0.0118299 0.0150675 
0.960518 0 0.055642 0 0.0211367 0.0125632 0.0150675 
0.917207 0 0.107974 0 0.0236414 0.0106268 0.0150675 
0.960381 0 0.0507783 0 0.0212522 0.0125623 0.0150675 
0.968232 0 0.0423011 0 0.0232546 0.0103542 0.0150675 
0.910159 0 0.12406 0 0.0220789 0.00987336 0.0150675 
0.971002 0 0.0402706 0 0.0213615 0.0115146 0.0150675 
0.962166 0 0.0503885 0 0.0247723 0.0119983 0.0150675 
0.765578 0 0.357617 0 0.0223423 0.00940764 0.0150675 
0.942172 0 0.0757743 0 0.0221291 0.0103277 0.0150675 
0.960518 0 0.0503361 0 0.0239666 0.00955713 0.0150675 
0.9802 0 0.0274428 0 0.0248826 0.0115892 0.0150675 
0.912502 0 0.116667 0 0.0216498 0.0117014 0.0150675 
0.9473 0 0.0732911 0 0.0210964 0.00985064 0.0150675 
0.875223 0 0.182778 0 0.0206951 0.012987 0.0150675 
0.916421 0 0.113575 0 0.0230175 0.0121242 0.0150675 
0.927351 0 0.0986644 0 0.0221106 0.0111496 0.0150675 
0.892903 0 0.150208 0 0.0209409 0.0113618 0.0150675 
0.883766 0 0.159117 0 0.0235472 0.0127583 0.0150675 
0.907692 0 0.128634 0 0.0218314 0.0108657 0.0150675 
0.851788 0 0.213705 0 0.0209398 0.0115648 0.0150675 
0.928014 0 0.103805 0 0.0247411 0.0115826 0.0150675 
